DT.ODA.OATL.KD,AF,2019,None
DT.ODA.OATL.KD,AF,2018,None
DT.ODA.OATL.KD,AF,2017,None
DT.ODA.OATL.KD,AF,2016,None
DT.ODA.OATL.KD,AF,2015,None
DT.ODA.OATL.KD,AF,2014,None
DT.ODA.OATL.KD,AF,2013,None
DT.ODA.OATL.KD,AF,2012,None
DT.ODA.OATL.KD,AF,2011,None
DT.ODA.OATL.KD,AF,2010,None
DT.ODA.OATL.KD,AF,2009,None
DT.ODA.OATL.KD,AF,2008,None
DT.ODA.OATL.KD,AF,2007,None
DT.ODA.OATL.KD,AF,2006,None
DT.ODA.OATL.KD,AF,2005,None
DT.ODA.OATL.KD,AF,2004,None
DT.ODA.OATL.KD,AF,2003,None
DT.ODA.OATL.KD,AF,2002,None
DT.ODA.OATL.KD,AF,2001,None
DT.ODA.OATL.KD,AF,2000,None
DT.ODA.OATL.KD,AF,1999,None
DT.ODA.OATL.KD,AF,1998,None
DT.ODA.OATL.KD,AF,1997,None
DT.ODA.OATL.KD,AF,1996,None
DT.ODA.OATL.KD,AF,1995,None
DT.ODA.OATL.KD,AO,2019,None
DT.ODA.OATL.KD,AO,2018,None
DT.ODA.OATL.KD,AO,2017,None
DT.ODA.OATL.KD,AO,2016,None
DT.ODA.OATL.KD,AO,2015,None
DT.ODA.OATL.KD,AO,2014,None
DT.ODA.OATL.KD,AO,2013,None
DT.ODA.OATL.KD,AO,2012,None
DT.ODA.OATL.KD,AO,2011,None
DT.ODA.OATL.KD,AO,2010,None
DT.ODA.OATL.KD,AO,2009,None
DT.ODA.OATL.KD,AO,2008,None
DT.ODA.OATL.KD,AO,2007,None
DT.ODA.OATL.KD,AO,2006,None
DT.ODA.OATL.KD,AO,2005,None
DT.ODA.OATL.KD,AO,2004,None
DT.ODA.OATL.KD,AO,2003,None
DT.ODA.OATL.KD,AO,2002,None
DT.ODA.OATL.KD,AO,2001,None
DT.ODA.OATL.KD,AO,2000,None
DT.ODA.OATL.KD,AO,1999,None
DT.ODA.OATL.KD,AO,1998,None
DT.ODA.OATL.KD,AO,1997,None
